Channel ,Time_Hours,Current_mA,CurrentDensity_mA/cm^2,Time_Since_Inoc_hrs
3_prime1338,169.75,0.339512,0.0112,140.72
3_prime1338,169.77,0.336726,0.0111,140.74
3_prime1338,169.79,0.341864,0.0113,140.76
3_prime1338,169.81,0.342426,0.0113,140.78
3_prime1338,169.83,0.336395,0.0111,140.80
3_prime1338,169.85,0.339517,0.0112,140.82
3_prime1338,169.87,0.334944,0.0111,140.84
3_prime1338,169.89,0.339581,0.0112,140.86
3_prime1338,169.91,0.333999,0.0110,140.88
3_prime1338,169.93,0.353526,0.0117,140.90
3_prime1338,169.95,0.339356,0.0112,140.92
3_prime1338,169.97,0.335953,0.0111,140.94
3_prime1338,170.00,0.339743,0.0112,140.97
3_prime1338,170.02,0.337794,0.0112,140.99
3_prime1338,170.04,0.338537,0.0112,141.01
3_prime1338,170.06,0.341570,0.0113,141.03
3_prime1338,170.08,0.336297,0.0111,141.05
3_prime1338,170.10,0.336668,0.0111,141.07
3_prime1338,170.12,0.336885,0.0111,141.09
3_prime1338,170.14,0.338460,0.0112,141.11
3_prime1338,170.16,0.338307,0.0112,141.13
3_prime1338,170.18,0.333486,0.0110,141.15
3_prime1338,170.20,0.333788,0.0110,141.17
3_prime1338,170.22,0.335915,0.0111,141.19
3_prime1338,170.25,0.337812,0.0112,141.22
3_prime1338,170.27,0.332392,0.0110,141.24
3_prime1338,170.29,0.335492,0.0111,141.26
3_prime1338,170.31,0.338743,0.0112,141.28
3_prime1338,170.33,0.341859,0.0113,141.30
3_prime1338,170.35,0.343333,0.0114,141.32
3_prime1338,170.37,0.340328,0.0113,141.34
3_prime1338,170.39,0.344263,0.0114,141.36
3_prime1338,170.41,0.340601,0.0113,141.38
3_prime1338,170.43,0.345438,0.0114,141.40
3_prime1338,170.45,0.342550,0.0113,141.42
3_prime1338,170.47,0.344352,0.0114,141.44
3_prime1338,170.50,0.343310,0.0114,141.47
3_prime1338,170.52,0.343245,0.0114,141.49
3_prime1338,170.54,0.343265,0.0114,141.51
3_prime1338,170.56,0.344669,0.0114,141.53
3_prime1338,170.58,0.345943,0.0114,141.55
3_prime1338,170.60,0.342328,0.0113,141.57
3_prime1338,170.62,0.346971,0.0115,141.59
3_prime1338,170.64,0.343063,0.0113,141.61
3_prime1338,170.66,0.341403,0.0113,141.63
3_prime1338,170.68,0.343285,0.0114,141.65
3_prime1338,170.70,0.341219,0.0113,141.67
3_prime1338,170.72,0.345012,0.0114,141.69
3_prime1338,170.75,0.343174,0.0114,141.72
3_prime1338,170.77,0.342376,0.0113,141.74
3_prime1338,170.79,0.344152,0.0114,141.76
3_prime1338,170.81,0.341959,0.0113,141.78
3_prime1338,170.83,0.342573,0.0113,141.80
3_prime1338,170.85,0.345899,0.0114,141.82
3_prime1338,170.87,0.342500,0.0113,141.84
3_prime1338,170.89,0.347068,0.0115,141.86
3_prime1338,170.91,0.341367,0.0113,141.88
3_prime1338,170.93,0.344267,0.0114,141.90
3_prime1338,170.95,0.341491,0.0113,141.92
3_prime1338,170.97,0.342115,0.0113,141.94
3_prime1338,171.00,0.345886,0.0114,141.97
3_prime1338,171.02,0.343550,0.0114,141.99
3_prime1338,171.04,0.341329,0.0113,142.01
3_prime1338,171.06,0.343930,0.0114,142.03
3_prime1338,171.08,0.343141,0.0113,142.05
3_prime1338,171.10,0.348190,0.0115,142.07
3_prime1338,171.12,0.340395,0.0113,142.09
3_prime1338,171.14,0.343240,0.0114,142.11
3_prime1338,171.16,0.342462,0.0113,142.13
3_prime1338,171.18,0.344679,0.0114,142.15
3_prime1338,171.20,0.342508,0.0113,142.17
3_prime1338,171.22,0.340826,0.0113,142.19
3_prime1338,171.25,0.342120,0.0113,142.22
3_prime1338,171.27,0.346297,0.0115,142.24
3_prime1338,171.29,0.340977,0.0113,142.26
3_prime1338,171.31,0.339875,0.0112,142.28
3_prime1338,171.33,0.338884,0.0112,142.30
3_prime1338,171.35,0.338665,0.0112,142.32
3_prime1338,171.37,0.339599,0.0112,142.34
3_prime1338,171.39,0.342650,0.0113,142.36
3_prime1338,171.41,0.343443,0.0114,142.38
3_prime1338,171.43,0.342141,0.0113,142.40
3_prime1338,171.45,0.340630,0.0113,142.42
3_prime1338,171.47,0.338801,0.0112,142.44
3_prime1338,171.50,0.344529,0.0114,142.47
3_prime1338,171.52,0.340096,0.0112,142.49
3_prime1338,171.54,0.342576,0.0113,142.51
3_prime1338,171.56,0.341422,0.0113,142.53
3_prime1338,171.58,0.342163,0.0113,142.55
3_prime1338,171.60,0.341239,0.0113,142.57
3_prime1338,171.62,0.343308,0.0114,142.59
3_prime1338,171.64,0.339276,0.0112,142.61
3_prime1338,171.66,0.346260,0.0115,142.63
3_prime1338,171.68,0.340816,0.0113,142.65
3_prime1338,171.70,0.340142,0.0113,142.67
3_prime1338,171.72,0.340288,0.0113,142.69
3_prime1338,171.75,0.341626,0.0113,142.72
3_prime1338,171.77,0.340192,0.0113,142.74
3_prime1338,171.79,0.340297,0.0113,142.76
3_prime1338,171.81,0.337768,0.0112,142.78
3_prime1338,171.83,0.340398,0.0113,142.80
3_prime1338,171.85,0.336733,0.0111,142.82
3_prime1338,171.87,0.341424,0.0113,142.84
3_prime1338,171.89,0.343692,0.0114,142.86
3_prime1338,171.91,0.340237,0.0113,142.88
3_prime1338,171.93,0.341060,0.0113,142.90
3_prime1338,171.95,0.338328,0.0112,142.92
3_prime1338,171.97,0.339665,0.0112,142.94
3_prime1338,172.00,0.339161,0.0112,142.97
3_prime1338,172.02,0.337958,0.0112,142.99
3_prime1338,172.04,0.336147,0.0111,143.01
3_prime1338,172.06,0.345154,0.0114,143.03
3_prime1338,172.08,0.339962,0.0112,143.05
3_prime1338,172.10,0.337177,0.0112,143.07
3_prime1338,172.12,0.337997,0.0112,143.09
3_prime1338,172.14,0.339348,0.0112,143.11
3_prime1338,172.16,0.339317,0.0112,143.13
3_prime1338,172.18,0.339020,0.0112,143.15
3_prime1338,172.20,0.340685,0.0113,143.17
3_prime1338,172.22,0.340444,0.0113,143.19
3_prime1338,172.25,0.338432,0.0112,143.22
3_prime1338,172.27,0.338751,0.0112,143.24
3_prime1338,172.29,0.338762,0.0112,143.26
3_prime1338,172.31,0.338754,0.0112,143.28
3_prime1338,172.33,0.338596,0.0112,143.30
3_prime1338,172.35,0.338901,0.0112,143.32
3_prime1338,172.37,0.338373,0.0112,143.34
3_prime1338,172.39,0.337962,0.0112,143.36
3_prime1338,172.41,0.338779,0.0112,143.38
3_prime1338,172.43,0.338672,0.0112,143.40
3_prime1338,172.45,0.339047,0.0112,143.42
3_prime1338,172.47,0.339354,0.0112,143.44
3_prime1338,172.50,0.339586,0.0112,143.47
3_prime1338,172.52,0.339137,0.0112,143.49
3_prime1338,172.54,0.338853,0.0112,143.51
3_prime1338,172.56,0.338652,0.0112,143.53
3_prime1338,172.58,0.339415,0.0112,143.55
3_prime1338,172.60,0.339125,0.0112,143.57
3_prime1338,172.62,0.339060,0.0112,143.59
3_prime1338,172.64,0.338454,0.0112,143.61
3_prime1338,172.66,0.339949,0.0112,143.63
3_prime1338,172.68,0.340248,0.0113,143.65
3_prime1338,172.70,0.337415,0.0112,143.67
3_prime1338,172.72,0.339290,0.0112,143.69
3_prime1338,172.75,0.338994,0.0112,143.72
3_prime1338,172.77,0.338975,0.0112,143.74
3_prime1338,172.79,0.339504,0.0112,143.76
3_prime1338,172.81,0.339699,0.0112,143.78
3_prime1338,172.83,0.339588,0.0112,143.80
3_prime1338,172.85,0.338857,0.0112,143.82
3_prime1338,172.87,0.337891,0.0112,143.84
3_prime1338,172.89,0.339415,0.0112,143.86
3_prime1338,172.91,0.339163,0.0112,143.88
3_prime1338,172.93,0.339883,0.0112,143.90
3_prime1338,172.95,0.339381,0.0112,143.92
3_prime1338,172.97,0.338991,0.0112,143.94
3_prime1338,173.00,0.339819,0.0112,143.97
3_prime1338,173.02,0.339085,0.0112,143.99
3_prime1338,173.04,0.339191,0.0112,144.01
3_prime1338,173.06,0.339119,0.0112,144.03
3_prime1338,173.08,0.339305,0.0112,144.05
3_prime1338,173.10,0.339235,0.0112,144.07
3_prime1338,173.12,0.339321,0.0112,144.09
3_prime1338,173.14,0.339265,0.0112,144.11
3_prime1338,173.16,0.339289,0.0112,144.13
3_prime1338,173.18,0.339296,0.0112,144.15
3_prime1338,173.20,0.338619,0.0112,144.17
3_prime1338,173.22,0.339213,0.0112,144.19
3_prime1338,173.25,0.339441,0.0112,144.22
3_prime1338,173.27,0.339103,0.0112,144.24
3_prime1338,173.29,0.339578,0.0112,144.26
3_prime1338,173.31,0.339058,0.0112,144.28
3_prime1338,173.33,0.338969,0.0112,144.30
3_prime1338,173.35,0.339144,0.0112,144.32
3_prime1338,173.37,0.339264,0.0112,144.34
3_prime1338,173.39,0.339173,0.0112,144.36
3_prime1338,173.41,0.339406,0.0112,144.38
3_prime1338,173.43,0.339335,0.0112,144.40
3_prime1338,173.45,0.339110,0.0112,144.42
3_prime1338,173.47,0.339591,0.0112,144.44
3_prime1338,173.50,0.339029,0.0112,144.47
3_prime1338,173.52,0.339076,0.0112,144.49
3_prime1338,173.54,0.339585,0.0112,144.51
3_prime1338,173.56,0.339571,0.0112,144.53
3_prime1338,173.58,0.339415,0.0112,144.55
3_prime1338,173.60,0.339494,0.0112,144.57
3_prime1338,173.62,0.339457,0.0112,144.59
3_prime1338,173.64,0.339519,0.0112,144.61
3_prime1338,173.66,0.339752,0.0112,144.63
3_prime1338,173.68,0.339731,0.0112,144.65
3_prime1338,173.70,0.339861,0.0112,144.67
3_prime1338,173.72,0.339731,0.0112,144.69
3_prime1338,173.75,0.338919,0.0112,144.72
3_prime1338,173.77,0.339571,0.0112,144.74
3_prime1338,173.79,0.339422,0.0112,144.76
3_prime1338,173.81,0.339752,0.0112,144.78
3_prime1338,173.83,0.339951,0.0112,144.80
3_prime1338,173.85,0.340024,0.0112,144.82
3_prime1338,173.87,0.339961,0.0112,144.84
3_prime1338,173.89,0.339590,0.0112,144.86
3_prime1338,173.91,0.339760,0.0112,144.88
3_prime1338,173.93,0.339611,0.0112,144.90
3_prime1338,173.95,0.339340,0.0112,144.92
3_prime1338,173.97,0.339824,0.0112,144.94
3_prime1338,174.00,0.339815,0.0112,144.97
3_prime1338,174.02,0.339356,0.0112,144.99
3_prime1338,174.04,0.339727,0.0112,145.01
3_prime1338,174.06,0.339190,0.0112,145.03
3_prime1338,174.08,0.339226,0.0112,145.05
3_prime1338,174.10,0.338572,0.0112,145.07
3_prime1338,174.12,0.338836,0.0112,145.09
3_prime1338,174.14,0.338460,0.0112,145.11
3_prime1338,174.16,0.338762,0.0112,145.13
3_prime1338,174.18,0.338281,0.0112,145.15
3_prime1338,174.20,0.338996,0.0112,145.17
3_prime1338,174.22,0.338586,0.0112,145.19
3_prime1338,174.25,0.338258,0.0112,145.22
3_prime1338,174.27,0.338987,0.0112,145.24
3_prime1338,174.29,0.338770,0.0112,145.26
3_prime1338,174.31,0.338648,0.0112,145.28
3_prime1338,174.33,0.338048,0.0112,145.30
3_prime1338,174.35,0.338540,0.0112,145.32
3_prime1338,174.37,0.338703,0.0112,145.34
3_prime1338,174.39,0.338385,0.0112,145.36
3_prime1338,174.41,0.338769,0.0112,145.38
3_prime1338,174.43,0.338424,0.0112,145.40
3_prime1338,174.45,0.338240,0.0112,145.42
3_prime1338,174.47,0.338811,0.0112,145.44
3_prime1338,174.50,0.338615,0.0112,145.47
3_prime1338,174.52,0.338618,0.0112,145.49
3_prime1338,174.54,0.339013,0.0112,145.51
3_prime1338,174.56,0.338550,0.0112,145.53
3_prime1338,174.58,0.338751,0.0112,145.55
3_prime1338,174.60,0.338060,0.0112,145.57
3_prime1338,174.62,0.337638,0.0112,145.59
3_prime1338,174.64,0.338158,0.0112,145.61
3_prime1338,174.66,0.338199,0.0112,145.63
3_prime1338,174.68,0.337987,0.0112,145.65
3_prime1338,174.70,0.338316,0.0112,145.67
3_prime1338,174.72,0.338505,0.0112,145.69
3_prime1338,174.75,0.338307,0.0112,145.72
3_prime1338,174.77,0.337800,0.0112,145.74
3_prime1338,174.79,0.338929,0.0112,145.76
3_prime1338,174.81,0.338434,0.0112,145.78
3_prime1338,174.83,0.339055,0.0112,145.80
3_prime1338,174.85,0.338666,0.0112,145.82
3_prime1338,174.87,0.338861,0.0112,145.84
3_prime1338,174.89,0.338358,0.0112,145.86
3_prime1338,174.91,0.338613,0.0112,145.88
3_prime1338,174.93,0.338360,0.0112,145.90
3_prime1338,174.95,0.338293,0.0112,145.92
3_prime1338,174.97,0.338361,0.0112,145.94
3_prime1338,175.00,0.338399,0.0112,145.97
3_prime1338,175.02,0.339053,0.0112,145.99
3_prime1338,175.04,0.338570,0.0112,146.01
3_prime1338,175.06,0.338306,0.0112,146.03
3_prime1338,175.08,0.337331,0.0112,146.05
3_prime1338,175.10,0.335604,0.0111,146.07
3_prime1338,175.12,0.334287,0.0111,146.09
3_prime1338,175.14,0.333085,0.0110,146.11
3_prime1338,175.16,0.332691,0.0110,146.13
3_prime1338,175.18,0.331762,0.0110,146.15
3_prime1338,175.20,0.331203,0.0110,146.17
3_prime1338,175.22,0.330528,0.0109,146.19
3_prime1338,175.25,0.330355,0.0109,146.22
3_prime1338,175.27,0.329868,0.0109,146.24
3_prime1338,175.29,0.330059,0.0109,146.26
3_prime1338,175.31,0.328954,0.0109,146.28
3_prime1338,175.33,0.325504,0.0108,146.30
3_prime1338,175.35,0.326025,0.0108,146.32
3_prime1338,175.37,0.343756,0.0114,146.34
3_prime1338,175.39,0.329919,0.0109,146.36
3_prime1338,175.41,0.335196,0.0111,146.38
3_prime1338,175.43,0.330077,0.0109,146.40
3_prime1338,175.45,0.325007,0.0108,146.42
3_prime1338,175.47,0.331289,0.0110,146.44
3_prime1338,175.50,0.327271,0.0108,146.47
3_prime1338,175.52,0.329781,0.0109,146.49
3_prime1338,175.54,0.329534,0.0109,146.51
3_prime1338,175.56,0.331296,0.0110,146.53
3_prime1338,175.58,0.329159,0.0109,146.55
3_prime1338,175.60,0.331772,0.0110,146.57
3_prime1338,175.62,0.327645,0.0108,146.59
3_prime1338,175.64,0.330944,0.0109,146.61
3_prime1338,175.66,0.332333,0.0110,146.63
3_prime1338,175.68,0.329350,0.0109,146.65
3_prime1338,175.70,0.327115,0.0108,146.67
3_prime1338,175.72,0.327588,0.0108,146.69
3_prime1338,175.75,0.326636,0.0108,146.72
3_prime1338,175.77,0.328808,0.0109,146.74
3_prime1338,175.79,0.324607,0.0107,146.76
3_prime1338,175.81,0.326891,0.0108,146.78
3_prime1338,175.83,0.327396,0.0108,146.80
3_prime1338,175.85,0.333254,0.0110,146.82
3_prime1338,175.87,0.326580,0.0108,146.84
3_prime1338,175.89,0.330528,0.0109,146.86
3_prime1338,175.91,0.328748,0.0109,146.88
3_prime1338,175.93,0.324972,0.0107,146.90
3_prime1338,175.95,0.328052,0.0109,146.92
3_prime1338,175.97,0.328021,0.0108,146.94
3_prime1338,176.00,0.326753,0.0108,146.97
3_prime1338,176.02,0.325519,0.0108,146.99
3_prime1338,176.04,0.326444,0.0108,147.01
3_prime1338,176.06,0.325696,0.0108,147.03
3_prime1338,176.08,0.330510,0.0109,147.05
3_prime1338,176.10,0.324073,0.0107,147.07
3_prime1338,176.12,0.326342,0.0108,147.09
3_prime1338,176.14,0.326800,0.0108,147.11
3_prime1338,176.16,0.326341,0.0108,147.13
3_prime1338,176.18,0.338232,0.0112,147.15
3_prime1338,176.20,0.326044,0.0108,147.17
3_prime1338,176.22,0.325048,0.0108,147.19
3_prime1338,176.25,0.331266,0.0110,147.22
3_prime1338,176.27,0.325765,0.0108,147.24
3_prime1338,176.29,0.325400,0.0108,147.26
3_prime1338,176.31,0.327388,0.0108,147.28
3_prime1338,176.33,0.325829,0.0108,147.30
3_prime1338,176.35,0.327382,0.0108,147.32
3_prime1338,176.37,0.323497,0.0107,147.34
3_prime1338,176.39,0.326367,0.0108,147.36
3_prime1338,176.41,0.328754,0.0109,147.38
3_prime1338,176.43,0.329168,0.0109,147.40
3_prime1338,176.45,0.331069,0.0110,147.42
3_prime1338,176.47,0.330749,0.0109,147.44
3_prime1338,176.50,0.329925,0.0109,147.47
3_prime1338,176.52,0.334605,0.0111,147.49
3_prime1338,176.54,0.332909,0.0110,147.51
3_prime1338,176.56,0.334366,0.0111,147.53
3_prime1338,176.58,0.330582,0.0109,147.55
3_prime1338,176.60,0.334171,0.0111,147.57
3_prime1338,176.62,0.336956,0.0111,147.59
3_prime1338,176.64,0.332517,0.0110,147.61
3_prime1338,176.66,0.337277,0.0112,147.63
3_prime1338,176.68,0.337987,0.0112,147.65
3_prime1338,176.70,0.342098,0.0113,147.67
3_prime1338,176.72,0.338233,0.0112,147.69
3_prime1338,176.75,0.336794,0.0111,147.72
3_prime1338,176.77,0.335482,0.0111,147.74
3_prime1338,176.79,0.332824,0.0110,147.76
3_prime1338,176.81,0.345121,0.0114,147.78
3_prime1338,176.83,0.333173,0.0110,147.80
3_prime1338,176.85,0.335130,0.0111,147.82
3_prime1338,176.87,0.335304,0.0111,147.84
3_prime1338,176.89,0.332416,0.0110,147.86
3_prime1338,176.91,0.334418,0.0111,147.88
3_prime1338,176.93,0.332520,0.0110,147.90
3_prime1338,176.95,0.333078,0.0110,147.92
3_prime1338,176.97,0.333629,0.0110,147.94
3_prime1338,177.00,0.333618,0.0110,147.97
3_prime1338,177.02,0.335035,0.0111,147.99
3_prime1338,177.04,0.337784,0.0112,148.01
3_prime1338,177.06,0.341230,0.0113,148.03
3_prime1338,177.08,0.334401,0.0111,148.05
3_prime1338,177.10,0.333350,0.0110,148.07
3_prime1338,177.12,0.333988,0.0110,148.09
3_prime1338,177.14,0.336912,0.0111,148.11
3_prime1338,177.16,0.332946,0.0110,148.13
3_prime1338,177.18,0.334084,0.0111,148.15
3_prime1338,177.20,0.334696,0.0111,148.17
3_prime1338,177.22,0.333807,0.0110,148.19
3_prime1338,177.25,0.336121,0.0111,148.22
3_prime1338,177.27,0.336288,0.0111,148.24
3_prime1338,177.29,0.335833,0.0111,148.26
3_prime1338,177.31,0.335569,0.0111,148.28
3_prime1338,177.33,0.335478,0.0111,148.30
3_prime1338,177.35,0.335316,0.0111,148.32
3_prime1338,177.37,0.335736,0.0111,148.34
3_prime1338,177.39,0.335273,0.0111,148.36
3_prime1338,177.41,0.335354,0.0111,148.38
3_prime1338,177.43,0.334548,0.0111,148.40
3_prime1338,177.45,0.335450,0.0111,148.42
3_prime1338,177.47,0.335280,0.0111,148.44
3_prime1338,177.50,0.335740,0.0111,148.47
3_prime1338,177.52,0.335448,0.0111,148.49
3_prime1338,177.54,0.335486,0.0111,148.51
3_prime1338,177.56,0.335174,0.0111,148.53
3_prime1338,177.58,0.334904,0.0111,148.55
3_prime1338,177.60,0.334427,0.0111,148.57
3_prime1338,177.62,0.334491,0.0111,148.59
3_prime1338,177.64,0.334770,0.0111,148.61
3_prime1338,177.66,0.334446,0.0111,148.63
3_prime1338,177.68,0.335324,0.0111,148.65
3_prime1338,177.70,0.334895,0.0111,148.67
3_prime1338,177.72,0.334983,0.0111,148.69
3_prime1338,177.75,0.335210,0.0111,148.72
3_prime1338,177.77,0.335264,0.0111,148.74
3_prime1338,177.79,0.334931,0.0111,148.76
3_prime1338,177.81,0.334963,0.0111,148.78
3_prime1338,177.83,0.334887,0.0111,148.80
3_prime1338,177.85,0.334494,0.0111,148.82
3_prime1338,177.87,0.333807,0.0110,148.84
3_prime1338,177.89,0.333568,0.0110,148.86
3_prime1338,177.91,0.333200,0.0110,148.88
3_prime1338,177.93,0.332210,0.0110,148.90
3_prime1338,177.95,0.332097,0.0110,148.92
3_prime1338,177.97,0.331105,0.0110,148.94
3_prime1338,178.00,0.330986,0.0109,148.97
3_prime1338,178.02,0.330623,0.0109,148.99
3_prime1338,178.04,0.330675,0.0109,149.01
3_prime1338,178.06,0.330054,0.0109,149.03
3_prime1338,178.08,0.330421,0.0109,149.05
3_prime1338,178.10,0.330758,0.0109,149.07
3_prime1338,178.12,0.330925,0.0109,149.09
3_prime1338,178.14,0.330503,0.0109,149.11
3_prime1338,178.16,0.330941,0.0109,149.13
3_prime1338,178.18,0.331638,0.0110,149.15
3_prime1338,178.20,0.332132,0.0110,149.17
3_prime1338,178.22,0.332560,0.0110,149.19
3_prime1338,178.25,0.332710,0.0110,149.22
3_prime1338,178.27,0.333218,0.0110,149.24
3_prime1338,178.29,0.333229,0.0110,149.26
3_prime1338,178.31,0.333530,0.0110,149.28
3_prime1338,178.33,0.333161,0.0110,149.30
3_prime1338,178.35,0.332562,0.0110,149.32
3_prime1338,178.37,0.331458,0.0110,149.34
3_prime1338,178.39,0.331450,0.0110,149.36
3_prime1338,178.41,0.330922,0.0109,149.38
3_prime1338,178.43,0.330937,0.0109,149.40
3_prime1338,178.45,0.330301,0.0109,149.42
3_prime1338,178.47,0.329826,0.0109,149.44
3_prime1338,178.50,0.329876,0.0109,149.47
3_prime1338,178.52,0.329423,0.0109,149.49
3_prime1338,178.54,0.329336,0.0109,149.51
3_prime1338,178.56,0.328597,0.0109,149.53
3_prime1338,178.58,0.328710,0.0109,149.55
3_prime1338,178.60,0.328398,0.0109,149.57
3_prime1338,178.62,0.327952,0.0108,149.59
3_prime1338,178.64,0.327763,0.0108,149.61
3_prime1338,178.66,0.327428,0.0108,149.63
3_prime1338,178.68,0.326935,0.0108,149.65
3_prime1338,178.70,0.326939,0.0108,149.67
3_prime1338,178.72,0.327365,0.0108,149.69
3_prime1338,178.75,0.326960,0.0108,149.72
3_prime1338,178.77,0.327186,0.0108,149.74
3_prime1338,178.79,0.327942,0.0108,149.76
3_prime1338,178.81,0.327562,0.0108,149.78
3_prime1338,178.83,0.327477,0.0108,149.80
3_prime1338,178.85,0.327261,0.0108,149.82
3_prime1338,178.87,0.327372,0.0108,149.84
3_prime1338,178.89,0.327334,0.0108,149.86
3_prime1338,178.91,0.327369,0.0108,149.88
3_prime1338,178.93,0.327057,0.0108,149.90
3_prime1338,178.95,0.326927,0.0108,149.92
3_prime1338,178.97,0.326832,0.0108,149.94
3_prime1338,179.00,0.326826,0.0108,149.97
3_prime1338,179.02,0.326885,0.0108,149.99
3_prime1338,179.04,0.326221,0.0108,150.01
3_prime1338,179.06,0.326111,0.0108,150.03
3_prime1338,179.08,0.326013,0.0108,150.05
3_prime1338,179.10,0.325812,0.0108,150.07
3_prime1338,179.12,0.325940,0.0108,150.09
3_prime1338,179.14,0.325968,0.0108,150.11
3_prime1338,179.16,0.325884,0.0108,150.13
3_prime1338,179.18,0.325665,0.0108,150.15
3_prime1338,179.20,0.325718,0.0108,150.17
3_prime1338,179.22,0.325932,0.0108,150.19
3_prime1338,179.25,0.326332,0.0108,150.22
3_prime1338,179.27,0.325847,0.0108,150.24
3_prime1338,179.29,0.326034,0.0108,150.26
3_prime1338,179.31,0.326774,0.0108,150.28
3_prime1338,179.33,0.326047,0.0108,150.30
3_prime1338,179.35,0.326197,0.0108,150.32
3_prime1338,179.37,0.325758,0.0108,150.34
3_prime1338,179.39,0.326280,0.0108,150.36
3_prime1338,179.41,0.325539,0.0108,150.38
3_prime1338,179.43,0.325242,0.0108,150.40
3_prime1338,179.45,0.325702,0.0108,150.42
3_prime1338,179.47,0.325387,0.0108,150.44
3_prime1338,179.50,0.325798,0.0108,150.47
3_prime1338,179.52,0.325859,0.0108,150.49
3_prime1338,179.54,0.325995,0.0108,150.51
3_prime1338,179.56,0.326688,0.0108,150.53
3_prime1338,179.58,0.326575,0.0108,150.55
3_prime1338,179.60,0.326565,0.0108,150.57
3_prime1338,179.62,0.326982,0.0108,150.59
3_prime1338,179.64,0.326632,0.0108,150.61
3_prime1338,179.66,0.326976,0.0108,150.63
3_prime1338,179.68,0.327363,0.0108,150.65
3_prime1338,179.70,0.327508,0.0108,150.67
3_prime1338,179.72,0.327519,0.0108,150.69
3_prime1338,179.75,0.327474,0.0108,150.72
3_prime1338,179.77,0.327134,0.0108,150.74
3_prime1338,179.79,0.327166,0.0108,150.76
3_prime1338,179.81,0.326879,0.0108,150.78
3_prime1338,179.83,0.327447,0.0108,150.80
3_prime1338,179.85,0.327362,0.0108,150.82
3_prime1338,179.87,0.327672,0.0108,150.84
3_prime1338,179.89,0.327834,0.0108,150.86
3_prime1338,179.91,0.328145,0.0109,150.88
3_prime1338,179.93,0.327457,0.0108,150.90
3_prime1338,179.95,0.327679,0.0108,150.92
3_prime1338,179.97,0.327701,0.0108,150.94
3_prime1338,180.00,0.328014,0.0108,150.97
3_prime1338,180.02,0.327805,0.0108,150.99
3_prime1338,180.04,0.328228,0.0109,151.01
3_prime1338,180.06,0.328174,0.0109,151.03
3_prime1338,180.08,0.328170,0.0109,151.05
3_prime1338,180.10,0.328220,0.0109,151.07
3_prime1338,180.12,0.328404,0.0109,151.09
3_prime1338,180.14,0.328345,0.0109,151.11
3_prime1338,180.16,0.328618,0.0109,151.13
3_prime1338,180.18,0.328379,0.0109,151.15
3_prime1338,180.20,0.328928,0.0109,151.17
3_prime1338,180.22,0.329080,0.0109,151.19
3_prime1338,180.25,0.328900,0.0109,151.22
3_prime1338,180.27,0.329223,0.0109,151.24
3_prime1338,180.29,0.329011,0.0109,151.26
3_prime1338,180.31,0.328837,0.0109,151.28
3_prime1338,180.33,0.329322,0.0109,151.30
3_prime1338,180.35,0.329096,0.0109,151.32
3_prime1338,180.37,0.329273,0.0109,151.34
3_prime1338,180.39,0.328986,0.0109,151.36
3_prime1338,180.41,0.328886,0.0109,151.38
3_prime1338,180.43,0.328962,0.0109,151.40
3_prime1338,180.45,0.329162,0.0109,151.42
3_prime1338,180.47,0.328570,0.0109,151.44
3_prime1338,180.50,0.328387,0.0109,151.47
3_prime1338,180.52,0.328645,0.0109,151.49
3_prime1338,180.54,0.328471,0.0109,151.51
3_prime1338,180.56,0.328264,0.0109,151.53
3_prime1338,180.58,0.328071,0.0109,151.55
3_prime1338,180.60,0.327863,0.0108,151.57
3_prime1338,180.62,0.327983,0.0108,151.59
3_prime1338,180.64,0.328637,0.0109,151.61
3_prime1338,180.66,0.328565,0.0109,151.63
3_prime1338,180.68,0.328534,0.0109,151.65
3_prime1338,180.70,0.328537,0.0109,151.67
3_prime1338,180.72,0.328924,0.0109,151.69
3_prime1338,180.75,0.329086,0.0109,151.72
3_prime1338,180.77,0.329320,0.0109,151.74
3_prime1338,180.79,0.329602,0.0109,151.76
3_prime1338,180.81,0.329637,0.0109,151.78
3_prime1338,180.83,0.329677,0.0109,151.80
3_prime1338,180.85,0.329315,0.0109,151.82
3_prime1338,180.87,0.330086,0.0109,151.84
3_prime1338,180.89,0.329789,0.0109,151.86
3_prime1338,180.91,0.329891,0.0109,151.88
3_prime1338,180.93,0.329592,0.0109,151.90
3_prime1338,180.95,0.329397,0.0109,151.92
3_prime1338,180.97,0.329629,0.0109,151.94
3_prime1338,181.00,0.329558,0.0109,151.97
3_prime1338,181.02,0.330333,0.0109,151.99
3_prime1338,181.04,0.329840,0.0109,152.01
3_prime1338,181.06,0.329817,0.0109,152.03
3_prime1338,181.08,0.329397,0.0109,152.05
3_prime1338,181.10,0.330017,0.0109,152.07
3_prime1338,181.12,0.329222,0.0109,152.09
3_prime1338,181.14,0.328774,0.0109,152.11
3_prime1338,181.16,0.329131,0.0109,152.13
3_prime1338,181.18,0.329633,0.0109,152.15
3_prime1338,181.20,0.329483,0.0109,152.17
3_prime1338,181.22,0.328946,0.0109,152.19
3_prime1338,181.25,0.329527,0.0109,152.22
3_prime1338,181.27,0.329059,0.0109,152.24
3_prime1338,181.29,0.329102,0.0109,152.26
3_prime1338,181.31,0.329234,0.0109,152.28
3_prime1338,181.33,0.329422,0.0109,152.30
3_prime1338,181.35,0.329744,0.0109,152.32
